id,category,venueName,region,startTime,endTime,days,dates,officialUrl,night,memo,accessNote
boat-2026-06-01-13,boat,ボートレース尼崎,兵庫県,10:30,16:30,,2026-06-01,https://www.boatrace-amagasaki.jp/,false,BOAT RACE公式データから取り込み。デイリースポーツ杯争奪 第５８回琴浦賞競走 / 5/31-6/5 ２日目,ボートレース尼崎の公式発表もあわせて確認してください。
boat-2026-06-01-14,boat,ボートレース鳴門,徳島県,08:30,14:30,,2026-06-01,http://www.n14.jp/,false,BOAT RACE公式データから取り込み。第１７回鳴門商工会議所会頭杯競走 / 5/29-6/2 ４日目,ボートレース鳴門の公式発表もあわせて確認してください。
boat-2026-06-02-11,boat,ボートレースびわこ,滋賀県,10:30,16:30,,2026-06-02,https://www.boatrace-biwako.jp/,false,BOAT RACE公式データから取り込み。デイリースポーツ杯争奪第４１回オールニッポン選抜戦 / 5/29-6/3 ５日目,ボートレースびわこの公式発表もあわせて確認してください。
boat-2026-06-02-19,boat,ボートレース下関,山口県,15:00,20:50,,2026-06-02,https://www.boatrace-shimonoseki.jp/,true,BOAT RACE公式データから取り込み。海響ドリームナイター９周年記念ＣＯＭＥ ＯＮ！ＦＭ / 6/1-6/5 ２日目,ボートレース下関の公式発表もあわせて確認してください。
boat-2026-06-02-10,boat,ボートレース三国,福井県,08:30,14:30,,2026-06-02,https://www.boatrace-mikuni.jp/,false,BOAT RACE公式データから取り込み。スカパー！・ＪＬＣ杯ルーキーシリーズ第１２戦 / 6/2-6/7 初日,ボートレース三国の公式発表もあわせて確認してください。
boat-2026-06-02-20,boat,ボートレース若松,福岡県,15:00,20:50,,2026-06-02,https://www.wmb.jp/,true,BOAT RACE公式データから取り込み。にっぽん未来プロジェクト競走ｉｎ若松 / 5/31-6/5 ３日目,ボートレース若松の公式発表もあわせて確認してください。
boat-2026-06-02-12,boat,ボートレース住之江,大阪府,15:00,20:50,,2026-06-02,https://www.boatrace-suminoe.jp/,true,BOAT RACE公式データから取り込み。守口市制８０周年記念競走 / 5/30-6/3 ４日目,ボートレース住之江の公式発表もあわせて確認してください。
boat-2026-06-02-05,boat,ボートレース多摩川,東京都,12:00,18:30,,2026-06-02,http://www.boatrace-tamagawa.com/,false,BOAT RACE公式データから取り込み。オールレディースリップルカップ / 5/30-6/4 ４日目,ボートレース多摩川の公式発表もあわせて確認してください。
boat-2026-06-02-24,boat,ボートレース大村,長崎県,17:00,23:30,,2026-06-02,http://omurakyotei.jp/index.php,true,BOAT RACE公式データから取り込み。ミッドナイトボートレースｉｎ大村 ２ / 6/1-6/4 ２日目,ボートレース大村の公式発表もあわせて確認してください。
boat-2026-06-02-09,boat,ボートレース津,三重県,10:30,16:30,,2026-06-02,http://www.boatrace-tsu.com/,false,BOAT RACE公式データから取り込み。津マスターズリーグ第１戦 / 5/29-6/3 ５日目,ボートレース津の公式発表もあわせて確認してください。
boat-2026-06-02-23,boat,ボートレース唐津,佐賀県,08:30,14:30,,2026-06-02,http://www.boatrace-karatsu.jp/,false,BOAT RACE公式データから取り込み。第１３回見帰りの滝あじさいカップ / 5/29-6/2 最終日,ボートレース唐津の公式発表もあわせて確認してください。
boat-2026-06-02-13,boat,ボートレース尼崎,兵庫県,10:30,16:30,,2026-06-02,https://www.boatrace-amagasaki.jp/,false,BOAT RACE公式データから取り込み。デイリースポーツ杯争奪 第５８回琴浦賞競走 / 5/31-6/5 ３日目,ボートレース尼崎の公式発表もあわせて確認してください。
boat-2026-06-02-14,boat,ボートレース鳴門,徳島県,08:30,14:30,,2026-06-02,http://www.n14.jp/,false,BOAT RACE公式データから取り込み。第１７回鳴門商工会議所会頭杯競走 / 5/29-6/2 最終日,ボートレース鳴門の公式発表もあわせて確認してください。
boat-2026-06-03-11,boat,ボートレースびわこ,滋賀県,10:30,16:30,,2026-06-03,https://www.boatrace-biwako.jp/,false,BOAT RACE公式データから取り込み。デイリースポーツ杯争奪第４１回オールニッポン選抜戦 / 5/29-6/3 最終日,ボートレースびわこの公式発表もあわせて確認してください。
boat-2026-06-03-21,boat,ボートレース芦屋,福岡県,08:30,14:30,,2026-06-03,https://www.boatrace-ashiya.com/,false,BOAT RACE公式データから取り込み。ＢＯＡＴＢｏｙカップ / 6/3-6/8 初日,ボートレース芦屋の公式発表もあわせて確認してください。
boat-2026-06-03-19,boat,ボートレース下関,山口県,15:00,20:50,,2026-06-03,https://www.boatrace-shimonoseki.jp/,true,BOAT RACE公式データから取り込み。海響ドリームナイター９周年記念ＣＯＭＥ ＯＮ！ＦＭ / 6/1-6/5 ３日目,ボートレース下関の公式発表もあわせて確認してください。
boat-2026-06-03-07,boat,ボートレース蒲郡,愛知県,15:00,20:50,,2026-06-03,http://www.gamagori-kyotei.com/,true,BOAT RACE公式データから取り込み。やしの実ＦＭ 「蒲郡ＵＰ！」杯争奪戦 / 6/3-6/7 初日,ボートレース蒲郡の公式発表もあわせて確認してください。
boat-2026-06-03-03,boat,ボートレース江戸川,東京都,10:30,16:30,,2026-06-03,http://www.boatrace-edogawa.com/,false,BOAT RACE公式データから取り込み。にっぽん未来プロジェクト競走ｉｎ江戸川 / 6/3-6/6 初日,ボートレース江戸川の公式発表もあわせて確認してください。
boat-2026-06-03-10,boat,ボートレース三国,福井県,08:30,14:30,,2026-06-03,https://www.boatrace-mikuni.jp/,false,BOAT RACE公式データから取り込み。スカパー！・ＪＬＣ杯ルーキーシリーズ第１２戦 / 6/2-6/7 ２日目,ボートレース三国の公式発表もあわせて確認してください。
boat-2026-06-03-20,boat,ボートレース若松,福岡県,15:00,20:50,,2026-06-03,https://www.wmb.jp/,true,BOAT RACE公式データから取り込み。にっぽん未来プロジェクト競走ｉｎ若松 / 5/31-6/5 ４日目,ボートレース若松の公式発表もあわせて確認してください。
boat-2026-06-03-12,boat,ボートレース住之江,大阪府,15:00,20:50,,2026-06-03,https://www.boatrace-suminoe.jp/,true,BOAT RACE公式データから取り込み。守口市制８０周年記念競走 / 5/30-6/3 最終日,ボートレース住之江の公式発表もあわせて確認してください。
boat-2026-06-03-05,boat,ボートレース多摩川,東京都,12:00,18:30,,2026-06-03,http://www.boatrace-tamagawa.com/,false,BOAT RACE公式データから取り込み。オールレディースリップルカップ / 5/30-6/4 ５日目,ボートレース多摩川の公式発表もあわせて確認してください。
boat-2026-06-03-24,boat,ボートレース大村,長崎県,17:00,23:30,,2026-06-03,http://omurakyotei.jp/index.php,true,BOAT RACE公式データから取り込み。ミッドナイトボートレースｉｎ大村 ２ / 6/1-6/4 ３日目,ボートレース大村の公式発表もあわせて確認してください。
boat-2026-06-03-09,boat,ボートレース津,三重県,10:30,16:30,,2026-06-03,http://www.boatrace-tsu.com/,false,BOAT RACE公式データから取り込み。津マスターズリーグ第１戦 / 5/29-6/3 最終日,ボートレース津の公式発表もあわせて確認してください。
boat-2026-06-03-13,boat,ボートレース尼崎,兵庫県,10:30,16:30,,2026-06-03,https://www.boatrace-amagasaki.jp/,false,BOAT RACE公式データから取り込み。デイリースポーツ杯争奪 第５８回琴浦賞競走 / 5/31-6/5 ４日目,ボートレース尼崎の公式発表もあわせて確認してください。
boat-2026-06-04-21,boat,ボートレース芦屋,福岡県,08:30,14:30,,2026-06-04,https://www.boatrace-ashiya.com/,false,BOAT RACE公式データから取り込み。ＢＯＡＴＢｏｙカップ / 6/3-6/8 ２日目,ボートレース芦屋の公式発表もあわせて確認してください。
boat-2026-06-04-19,boat,ボートレース下関,山口県,15:00,20:50,,2026-06-04,https://www.boatrace-shimonoseki.jp/,true,BOAT RACE公式データから取り込み。海響ドリームナイター９周年記念ＣＯＭＥ ＯＮ！ＦＭ / 6/1-6/5 ４日目,ボートレース下関の公式発表もあわせて確認してください。
boat-2026-06-04-07,boat,ボートレース蒲郡,愛知県,15:00,20:50,,2026-06-04,http://www.gamagori-kyotei.com/,true,BOAT RACE公式データから取り込み。やしの実ＦＭ 「蒲郡ＵＰ！」杯争奪戦 / 6/3-6/7 ２日目,ボートレース蒲郡の公式発表もあわせて確認してください。
boat-2026-06-04-17,boat,ボートレース宮島,広島県,10:30,16:30,,2026-06-04,https://www.boatrace-miyajima.com/,false,BOAT RACE公式データから取り込み。宮島チャンピオンカップ開設７２周年記念 / 6/4-6/9 初日,ボートレース宮島の公式発表もあわせて確認してください。
boat-2026-06-04-03,boat,ボートレース江戸川,東京都,10:30,16:30,,2026-06-04,http://www.boatrace-edogawa.com/,false,BOAT RACE公式データから取り込み。にっぽん未来プロジェクト競走ｉｎ江戸川 / 6/3-6/6 ２日目,ボートレース江戸川の公式発表もあわせて確認してください。
boat-2026-06-04-10,boat,ボートレース三国,福井県,08:30,14:30,,2026-06-04,https://www.boatrace-mikuni.jp/,false,BOAT RACE公式データから取り込み。スカパー！・ＪＬＣ杯ルーキーシリーズ第１２戦 / 6/2-6/7 ３日目,ボートレース三国の公式発表もあわせて確認してください。
boat-2026-06-04-20,boat,ボートレース若松,福岡県,15:00,20:50,,2026-06-04,https://www.wmb.jp/,true,BOAT RACE公式データから取り込み。にっぽん未来プロジェクト競走ｉｎ若松 / 5/31-6/5 ５日目,ボートレース若松の公式発表もあわせて確認してください。
boat-2026-06-04-08,boat,ボートレース常滑,愛知県,10:30,16:30,,2026-06-04,http://www.boatrace-tokoname.jp/,false,BOAT RACE公式データから取り込み。ＢＴＳ名古屋開設記念・第３４回４ＫソリューションＣ / 6/4-6/8 初日,ボートレース常滑の公式発表もあわせて確認してください。
boat-2026-06-04-05,boat,ボートレース多摩川,東京都,12:00,18:30,,2026-06-04,http://www.boatrace-tamagawa.com/,false,BOAT RACE公式データから取り込み。オールレディースリップルカップ / 5/30-6/4 最終日,ボートレース多摩川の公式発表もあわせて確認してください。
boat-2026-06-04-24,boat,ボートレース大村,長崎県,17:00,23:30,,2026-06-04,http://omurakyotei.jp/index.php,true,BOAT RACE公式データから取り込み。ミッドナイトボートレースｉｎ大村 ２ / 6/1-6/4 最終日,ボートレース大村の公式発表もあわせて確認してください。
boat-2026-06-04-13,boat,ボートレース尼崎,兵庫県,10:30,16:30,,2026-06-04,https://www.boatrace-amagasaki.jp/,false,BOAT RACE公式データから取り込み。デイリースポーツ杯争奪 第５８回琴浦賞競走 / 5/31-6/5 ５日目,ボートレース尼崎の公式発表もあわせて確認してください。
boat-2026-06-05-21,boat,ボートレース芦屋,福岡県,08:30,14:30,,2026-06-05,https://www.boatrace-ashiya.com/,false,BOAT RACE公式データから取り込み。ＢＯＡＴＢｏｙカップ / 6/3-6/8 ３日目,ボートレース芦屋の公式発表もあわせて確認してください。
boat-2026-06-05-19,boat,ボートレース下関,山口県,15:00,20:50,,2026-06-05,https://www.boatrace-shimonoseki.jp/,true,BOAT RACE公式データから取り込み。海響ドリームナイター９周年記念ＣＯＭＥ ＯＮ！ＦＭ / 6/1-6/5 最終日,ボートレース下関の公式発表もあわせて確認してください。
boat-2026-06-05-07,boat,ボートレース蒲郡,愛知県,15:00,20:50,,2026-06-05,http://www.gamagori-kyotei.com/,true,BOAT RACE公式データから取り込み。やしの実ＦＭ 「蒲郡ＵＰ！」杯争奪戦 / 6/3-6/7 ３日目,ボートレース蒲郡の公式発表もあわせて確認してください。
boat-2026-06-05-17,boat,ボートレース宮島,広島県,10:30,16:30,,2026-06-05,https://www.boatrace-miyajima.com/,false,BOAT RACE公式データから取り込み。宮島チャンピオンカップ開設７２周年記念 / 6/4-6/9 ２日目,ボートレース宮島の公式発表もあわせて確認してください。
boat-2026-06-05-01,boat,ボートレース桐生,群馬県,15:00,20:50,,2026-06-05,https://www.kiryu-kyotei.com/,true,BOAT RACE公式データから取り込み。ＭＢＰ津幡開設１３周年記念 / 6/5-6/10 初日,ボートレース桐生の公式発表もあわせて確認してください。
boat-2026-06-05-03,boat,ボートレース江戸川,東京都,10:30,16:30,,2026-06-05,http://www.boatrace-edogawa.com/,false,BOAT RACE公式データから取り込み。にっぽん未来プロジェクト競走ｉｎ江戸川 / 6/3-6/6 ３日目,ボートレース江戸川の公式発表もあわせて確認してください。
boat-2026-06-05-10,boat,ボートレース三国,福井県,08:30,14:30,,2026-06-05,https://www.boatrace-mikuni.jp/,false,BOAT RACE公式データから取り込み。スカパー！・ＪＬＣ杯ルーキーシリーズ第１２戦 / 6/2-6/7 ４日目,ボートレース三国の公式発表もあわせて確認してください。
boat-2026-06-05-20,boat,ボートレース若松,福岡県,15:00,20:50,,2026-06-05,https://www.wmb.jp/,true,BOAT RACE公式データから取り込み。にっぽん未来プロジェクト競走ｉｎ若松 / 5/31-6/5 最終日,ボートレース若松の公式発表もあわせて確認してください。
boat-2026-06-05-08,boat,ボートレース常滑,愛知県,10:30,16:30,,2026-06-05,http://www.boatrace-tokoname.jp/,false,BOAT RACE公式データから取り込み。ＢＴＳ名古屋開設記念・第３４回４ＫソリューションＣ / 6/4-6/8 ２日目,ボートレース常滑の公式発表もあわせて確認してください。
boat-2026-06-05-18,boat,ボートレース徳山,山口県,08:30,14:30,,2026-06-05,http://www.boatrace-tokuyama.jp/,false,BOAT RACE公式データから取り込み。西部発刊１万号記念スポーツ報知杯争奪戦 / 6/5-6/10 初日,ボートレース徳山の公式発表もあわせて確認してください。
boat-2026-06-05-13,boat,ボートレース尼崎,兵庫県,10:30,16:30,,2026-06-05,https://www.boatrace-amagasaki.jp/,false,BOAT RACE公式データから取り込み。デイリースポーツ杯争奪 第５８回琴浦賞競走 / 5/31-6/5 最終日,ボートレース尼崎の公式発表もあわせて確認してください。
boat-2026-06-06-21,boat,ボートレース芦屋,福岡県,08:30,14:30,,2026-06-06,https://www.boatrace-ashiya.com/,false,BOAT RACE公式データから取り込み。ＢＯＡＴＢｏｙカップ / 6/3-6/8 ４日目,ボートレース芦屋の公式発表もあわせて確認してください。
boat-2026-06-06-07,boat,ボートレース蒲郡,愛知県,15:00,20:50,,2026-06-06,http://www.gamagori-kyotei.com/,true,BOAT RACE公式データから取り込み。やしの実ＦＭ 「蒲郡ＵＰ！」杯争奪戦 / 6/3-6/7 ４日目,ボートレース蒲郡の公式発表もあわせて確認してください。
boat-2026-06-06-15,boat,ボートレース丸亀,香川県,15:00,20:50,,2026-06-06,https://www.marugameboat.jp/,true,BOAT RACE公式データから取り込み。ヴィーナスシリーズ第５戦 マクール杯 / 6/6-6/11 初日,ボートレース丸亀の公式発表もあわせて確認してください。
boat-2026-06-06-17,boat,ボートレース宮島,広島県,10:30,16:30,,2026-06-06,https://www.boatrace-miyajima.com/,false,BOAT RACE公式データから取り込み。宮島チャンピオンカップ開設７２周年記念 / 6/4-6/9 ３日目,ボートレース宮島の公式発表もあわせて確認してください。
boat-2026-06-06-01,boat,ボートレース桐生,群馬県,15:00,20:50,,2026-06-06,https://www.kiryu-kyotei.com/,true,BOAT RACE公式データから取り込み。ＭＢＰ津幡開設１３周年記念 / 6/5-6/10 ２日目,ボートレース桐生の公式発表もあわせて確認してください。
boat-2026-06-06-03,boat,ボートレース江戸川,東京都,10:30,16:30,,2026-06-06,http://www.boatrace-edogawa.com/,false,BOAT RACE公式データから取り込み。にっぽん未来プロジェクト競走ｉｎ江戸川 / 6/3-6/6 最終日,ボートレース江戸川の公式発表もあわせて確認してください。
boat-2026-06-06-10,boat,ボートレース三国,福井県,08:30,14:30,,2026-06-06,https://www.boatrace-mikuni.jp/,false,BOAT RACE公式データから取り込み。スカパー！・ＪＬＣ杯ルーキーシリーズ第１２戦 / 6/2-6/7 ５日目,ボートレース三国の公式発表もあわせて確認してください。
boat-2026-06-06-08,boat,ボートレース常滑,愛知県,10:30,16:30,,2026-06-06,http://www.boatrace-tokoname.jp/,false,BOAT RACE公式データから取り込み。ＢＴＳ名古屋開設記念・第３４回４ＫソリューションＣ / 6/4-6/8 ３日目,ボートレース常滑の公式発表もあわせて確認してください。
boat-2026-06-06-24,boat,ボートレース大村,長崎県,17:00,23:30,,2026-06-06,http://omurakyotei.jp/index.php,true,BOAT RACE公式データから取り込み。ミッドナイトボートレースｉｎ大村 ３ / 6/6-6/10 初日,ボートレース大村の公式発表もあわせて確認してください。
boat-2026-06-06-18,boat,ボートレース徳山,山口県,08:30,14:30,,2026-06-06,http://www.boatrace-tokuyama.jp/,false,BOAT RACE公式データから取り込み。西部発刊１万号記念スポーツ報知杯争奪戦 / 6/5-6/10 ２日目,ボートレース徳山の公式発表もあわせて確認してください。
boat-2026-06-06-06,boat,ボートレース浜名湖,静岡県,12:00,18:30,,2026-06-06,https://www.boatrace-hamanako.jp/,false,BOAT RACE公式データから取り込み。テレしずサマーカップ / 6/6-6/10 初日,ボートレース浜名湖の公式発表もあわせて確認してください。
boat-2026-06-07-21,boat,ボートレース芦屋,福岡県,08:30,14:30,,2026-06-07,https://www.boatrace-ashiya.com/,false,BOAT RACE公式データから取り込み。ＢＯＡＴＢｏｙカップ / 6/3-6/8 ５日目,ボートレース芦屋の公式発表もあわせて確認してください。
boat-2026-06-07-07,boat,ボートレース蒲郡,愛知県,15:00,20:50,,2026-06-07,http://www.gamagori-kyotei.com/,true,BOAT RACE公式データから取り込み。やしの実ＦＭ 「蒲郡ＵＰ！」杯争奪戦 / 6/3-6/7 最終日,ボートレース蒲郡の公式発表もあわせて確認してください。
boat-2026-06-07-15,boat,ボートレース丸亀,香川県,15:00,20:50,,2026-06-07,https://www.marugameboat.jp/,true,BOAT RACE公式データから取り込み。ヴィーナスシリーズ第５戦 マクール杯 / 6/6-6/11 ２日目,ボートレース丸亀の公式発表もあわせて確認してください。
boat-2026-06-07-17,boat,ボートレース宮島,広島県,10:30,16:30,,2026-06-07,https://www.boatrace-miyajima.com/,false,BOAT RACE公式データから取り込み。宮島チャンピオンカップ開設７２周年記念 / 6/4-6/9 ４日目,ボートレース宮島の公式発表もあわせて確認してください。
boat-2026-06-07-01,boat,ボートレース桐生,群馬県,15:00,20:50,,2026-06-07,https://www.kiryu-kyotei.com/,true,BOAT RACE公式データから取り込み。ＭＢＰ津幡開設１３周年記念 / 6/5-6/10 ３日目,ボートレース桐生の公式発表もあわせて確認してください。
boat-2026-06-07-10,boat,ボートレース三国,福井県,08:30,14:30,,2026-06-07,https://www.boatrace-mikuni.jp/,false,BOAT RACE公式データから取り込み。スカパー！・ＪＬＣ杯ルーキーシリーズ第１２戦 / 6/2-6/7 最終日,ボートレース三国の公式発表もあわせて確認してください。
boat-2026-06-07-08,boat,ボートレース常滑,愛知県,10:30,16:30,,2026-06-07,http://www.boatrace-tokoname.jp/,false,BOAT RACE公式データから取り込み。ＢＴＳ名古屋開設記念・第３４回４ＫソリューションＣ / 6/4-6/8 ４日目,ボートレース常滑の公式発表もあわせて確認してください。
boat-2026-06-07-05,boat,ボートレース多摩川,東京都,12:00,18:30,,2026-06-07,http://www.boatrace-tamagawa.com/,false,BOAT RACE公式データから取り込み。ボートレース多摩川バースデイカップ / 6/7-6/11 初日,ボートレース多摩川の公式発表もあわせて確認してください。
boat-2026-06-07-24,boat,ボートレース大村,長崎県,17:00,23:30,,2026-06-07,http://omurakyotei.jp/index.php,true,BOAT RACE公式データから取り込み。ミッドナイトボートレースｉｎ大村 ３ / 6/6-6/10 ２日目,ボートレース大村の公式発表もあわせて確認してください。
boat-2026-06-07-09,boat,ボートレース津,三重県,10:30,16:30,,2026-06-07,http://www.boatrace-tsu.com/,false,BOAT RACE公式データから取り込み。住信ＳＢＩネット銀行賞 / 6/7-6/12 初日,ボートレース津の公式発表もあわせて確認してください。
boat-2026-06-07-18,boat,ボートレース徳山,山口県,08:30,14:30,,2026-06-07,http://www.boatrace-tokuyama.jp/,false,BOAT RACE公式データから取り込み。西部発刊１万号記念スポーツ報知杯争奪戦 / 6/5-6/10 ３日目,ボートレース徳山の公式発表もあわせて確認してください。
boat-2026-06-07-06,boat,ボートレース浜名湖,静岡県,12:00,18:30,,2026-06-07,https://www.boatrace-hamanako.jp/,false,BOAT RACE公式データから取り込み。テレしずサマーカップ / 6/6-6/10 ２日目,ボートレース浜名湖の公式発表もあわせて確認してください。
boat-2026-06-08-21,boat,ボートレース芦屋,福岡県,08:30,14:30,,2026-06-08,https://www.boatrace-ashiya.com/,false,BOAT RACE公式データから取り込み。ＢＯＡＴＢｏｙカップ / 6/3-6/8 最終日,ボートレース芦屋の公式発表もあわせて確認してください。
boat-2026-06-08-15,boat,ボートレース丸亀,香川県,15:00,20:50,,2026-06-08,https://www.marugameboat.jp/,true,BOAT RACE公式データから取り込み。ヴィーナスシリーズ第５戦 マクール杯 / 6/6-6/11 ３日目,ボートレース丸亀の公式発表もあわせて確認してください。
boat-2026-06-08-17,boat,ボートレース宮島,広島県,10:30,16:30,,2026-06-08,https://www.boatrace-miyajima.com/,false,BOAT RACE公式データから取り込み。宮島チャンピオンカップ開設７２周年記念 / 6/4-6/9 ５日目,ボートレース宮島の公式発表もあわせて確認してください。
boat-2026-06-08-01,boat,ボートレース桐生,群馬県,15:00,20:50,,2026-06-08,https://www.kiryu-kyotei.com/,true,BOAT RACE公式データから取り込み。ＭＢＰ津幡開設１３周年記念 / 6/5-6/10 ４日目,ボートレース桐生の公式発表もあわせて確認してください。
boat-2026-06-08-08,boat,ボートレース常滑,愛知県,10:30,16:30,,2026-06-08,http://www.boatrace-tokoname.jp/,false,BOAT RACE公式データから取り込み。ＢＴＳ名古屋開設記念・第３４回４ＫソリューションＣ / 6/4-6/8 最終日,ボートレース常滑の公式発表もあわせて確認してください。
boat-2026-06-08-05,boat,ボートレース多摩川,東京都,12:00,18:30,,2026-06-08,http://www.boatrace-tamagawa.com/,false,BOAT RACE公式データから取り込み。ボートレース多摩川バースデイカップ / 6/7-6/11 ２日目,ボートレース多摩川の公式発表もあわせて確認してください。
boat-2026-06-08-24,boat,ボートレース大村,長崎県,17:00,23:30,,2026-06-08,http://omurakyotei.jp/index.php,true,BOAT RACE公式データから取り込み。ミッドナイトボートレースｉｎ大村 ３ / 6/6-6/10 ３日目,ボートレース大村の公式発表もあわせて確認してください。
boat-2026-06-08-09,boat,ボートレース津,三重県,10:30,16:30,,2026-06-08,http://www.boatrace-tsu.com/,false,BOAT RACE公式データから取り込み。住信ＳＢＩネット銀行賞 / 6/7-6/12 ２日目,ボートレース津の公式発表もあわせて確認してください。
boat-2026-06-08-18,boat,ボートレース徳山,山口県,08:30,14:30,,2026-06-08,http://www.boatrace-tokuyama.jp/,false,BOAT RACE公式データから取り込み。西部発刊１万号記念スポーツ報知杯争奪戦 / 6/5-6/10 ４日目,ボートレース徳山の公式発表もあわせて確認してください。
boat-2026-06-08-13,boat,ボートレース尼崎,兵庫県,10:30,16:30,,2026-06-08,https://www.boatrace-amagasaki.jp/,false,BOAT RACE公式データから取り込み。尼崎市市制１１０周年記念 尼崎センプルカップ / 6/8-6/13 初日,ボートレース尼崎の公式発表もあわせて確認してください。
boat-2026-06-08-06,boat,ボートレース浜名湖,静岡県,12:00,18:30,,2026-06-08,https://www.boatrace-hamanako.jp/,false,BOAT RACE公式データから取り込み。テレしずサマーカップ / 6/6-6/10 ３日目,ボートレース浜名湖の公式発表もあわせて確認してください。
boat-2026-06-09-11,boat,ボートレースびわこ,滋賀県,10:30,16:30,,2026-06-09,https://www.boatrace-biwako.jp/,false,BOAT RACE公式データから取り込み。にっぽん未来プロジェクト競走ｉｎびわこ / 6/9-6/14 初日,ボートレースびわこの公式発表もあわせて確認してください。
boat-2026-06-09-07,boat,ボートレース蒲郡,愛知県,15:00,20:50,,2026-06-09,http://www.gamagori-kyotei.com/,true,BOAT RACE公式データから取り込み。中京スポーツ杯争奪 蒲郡ボートキング決定戦 / 6/9-6/13 初日,ボートレース蒲郡の公式発表もあわせて確認してください。
boat-2026-06-09-15,boat,ボートレース丸亀,香川県,15:00,20:50,,2026-06-09,https://www.marugameboat.jp/,true,BOAT RACE公式データから取り込み。ヴィーナスシリーズ第５戦 マクール杯 / 6/6-6/11 ４日目,ボートレース丸亀の公式発表もあわせて確認してください。
boat-2026-06-09-17,boat,ボートレース宮島,広島県,10:30,16:30,,2026-06-09,https://www.boatrace-miyajima.com/,false,BOAT RACE公式データから取り込み。宮島チャンピオンカップ開設７２周年記念 / 6/4-6/9 最終日,ボートレース宮島の公式発表もあわせて確認してください。
boat-2026-06-09-01,boat,ボートレース桐生,群馬県,15:00,20:50,,2026-06-09,https://www.kiryu-kyotei.com/,true,BOAT RACE公式データから取り込み。ＭＢＰ津幡開設１３周年記念 / 6/5-6/10 ５日目,ボートレース桐生の公式発表もあわせて確認してください。
boat-2026-06-09-05,boat,ボートレース多摩川,東京都,12:00,18:30,,2026-06-09,http://www.boatrace-tamagawa.com/,false,BOAT RACE公式データから取り込み。ボートレース多摩川バースデイカップ / 6/7-6/11 ３日目,ボートレース多摩川の公式発表もあわせて確認してください。
boat-2026-06-09-24,boat,ボートレース大村,長崎県,17:00,23:30,,2026-06-09,http://omurakyotei.jp/index.php,true,BOAT RACE公式データから取り込み。ミッドナイトボートレースｉｎ大村 ３ / 6/6-6/10 ４日目,ボートレース大村の公式発表もあわせて確認してください。
